Step Time(ns) rpsystem.zeeman1.field.x rpsystem.zeeman1.field.y rpsystem.zeeman1.field.z rpsystem.singlet rpsystem.t0 rpsystem.tp rpsystem.tm rpsystem.identity 
1 1970 0 0 0 0.949919 0.0166935 0.0166935 0.0166935 1 
1 1975 0 0 0 0.8654 0.0448668 0.0448668 0.0448668 1 
1 1980 0 0 0 0.751372 0.0828758 0.0828758 0.0828758 1 
1 1985 0 0 0 0.621834 0.126055 0.126055 0.126055 1 
1 1990 0 0 0 0.492684 0.169105 0.169105 0.169105 1 
1 1995 0 0 0 0.379775 0.206742 0.206742 0.206742 1 
1 2000 0 0 0 0.296966 0.234345 0.234345 0.234345 1 
1 2005 0 0 0 0.25442 0.248527 0.248527 0.248527 1 
1 2010 0 0 0 0.257361 0.247546 0.247546 0.247546 1 
1 2015 0 0 0 0.305428 0.231524 0.231524 0.231524 1 
1 2020 0 0 0 0.392719 0.202427 0.202427 0.202427 1 
1 2025 0 0 0 0.508522 0.163826 0.163826 0.163826 1 
1 2030 0 0 0 0.638621 0.12046 0.12046 0.12046 1 
1 2035 0 0 0 0.767049 0.0776504 0.0776504 0.0776504 1 
1 2040 0 0 0 0.878041 0.0406531 0.0406531 0.0406531 1 
1 2045 0 0 0 0.957974 0.0140088 0.0140088 0.0140088 1 
1 2050 0 0 0 0.997036 0.000987912 0.000987912 0.000987912 1 
1 2055 0 0 0 0.990434 0.0031887 0.0031887 0.0031887 1 
1 2060 0 0 0 0.938977 0.020341 0.020341 0.020341 1 
1 2065 0 0 0 0.848981 0.0503395 0.0503395 0.0503395 1 
1 2070 0 0 0 0.731494 0.0895021 0.0895021 0.0895021 1 
1 2075 0 0 0 0.600934 0.133022 0.133022 0.133022 1 
1 2080 0 0 0 0.473329 0.175557 0.175557 0.175557 1 
1 2085 0 0 0 0.36434 0.211887 0.211887 0.211887 1 
1 2090 0 0 0 0.287346 0.237551 0.237551 0.237551 1 
1 2095 0 0 0 0.251796 0.249401 0.249401 0.249401 1 
1 2100 0 0 0 0.262055 0.245982 0.245982 0.245982 1 
1 2105 0 0 0 0.316863 0.227712 0.227712 0.227712 1 
1 2110 0 0 0 0.409492 0.196836 0.196836 0.196836 1 
1 2115 0 0 0 0.528574 0.157142 0.157142 0.157142 1 
1 2120 0 0 0 0.659491 0.113503 0.113503 0.113503 1 
1 2125 0 0 0 0.786175 0.071275 0.071275 0.071275 1 
1 2130 0 0 0 0.893076 0.0356414 0.0356414 0.0356414 1 
1 2135 0 0 0 0.967072 0.0109761 0.0109761 0.0109761 1 
1 2140 0 0 0 0.999081 0.000306397 0.000306397 0.000306397 1 
1 2145 0 0 0 0.985174 0.00494204 0.00494204 0.00494204 1 
1 2150 0 0 0 0.927058 0.024314 0.024314 0.024314 1 
1 2155 0 0 0 0.831866 0.0560445 0.0560445 0.0560445 1 
1 2160 0 0 0 0.711283 0.0962389 0.0962389 0.0962389 1 
1 2165 0 0 0 0.58011 0.139963 0.139963 0.139963 1 
1 2170 0 0 0 0.454446 0.181851 0.181851 0.181851 1 
1 2175 0 0 0 0.349717 0.216761 0.216761 0.216761 1 
1 2180 0 0 0 0.278776 0.240408 0.240408 0.240408 1 
1 2185 0 0 0 0.250333 0.249889 0.249889 0.249889 1 
1 2190 0 0 0 0.267877 0.244041 0.244041 0.244041 1 
1 2195 0 0 0 0.329256 0.223581 0.223581 0.223581 1 
1 2200 0 0 0 0.426936 0.191021 0.191021 0.191021 1 
1 2205 0 0 0 0.548926 0.150358 0.150358 0.150358 1 
1 2210 0 0 0 0.680254 0.106582 0.106582 0.106582 1 
1 2215 0 0 0 0.8048 0.0650666 0.0650666 0.0650666 1 
1 2220 0 0 0 0.907277 0.0309077 0.0309077 0.0309077 1 
1 2225 0 0 0 0.975106 0.00829798 0.00829798 0.00829798 1 
1 2230 0 0 0 0.999962 1.27001e-05 1.27001e-05 1.27001e-05 1 
1 2235 0 0 0 0.978794 0.00706878 0.00706878 0.00706878 1 
1 2240 0 0 0 0.9142 0.0286001 0.0286001 0.0286001 1 
1 2245 0 0 0 0.814108 0.0619639 0.0619639 0.0619639 1 
1 2250 0 0 0 0.690805 0.103065 0.103065 0.103065 1 
1 2255 0 0 0 0.559425 0.146858 0.146858 0.146858 1 
1 2260 0 0 0 0.436093 0.187969 0.187969 0.187969 1 
1 2265 0 0 0 0.335949 0.22135 0.22135 0.22135 1 
1 2270 0 0 0 0.271284 0.242905 0.242905 0.242905 1 
1 2275 0 0 0 0.250035 0.249988 0.249988 0.249988 1 
1 2280 0 0 0 0.27481 0.24173 0.24173 0.24173 1 
1 2285 0 0 0 0.34257 0.219143 0.219143 0.219143 1 
1 2290 0 0 0 0.444995 0.185002 0.185002 0.185002 1 
1 2295 0 0 0 0.569515 0.143495 0.143495 0.143495 1 
1 2300 0 0 0 0.700845 0.0997182 0.0997182 0.0997182 1 
1 2305 0 0 0 0.822866 0.0590446 0.0590446 0.0590446 1 
1 2310 0 0 0 0.9206 0.0264666 0.0264666 0.0264666 1 
1 2315 0 0 0 0.982051 0.00598286 0.00598286 0.00598286 1 
1 2320 0 0 0 0.999677 0.000107735 0.000107735 0.000107735 1 
1 2325 0 0 0 0.971313 0.00956231 0.00956231 0.00956231 1 
1 2330 0 0 0 0.900442 0.0331861 0.0331861 0.0331861 1 
1 2335 0 0 0 0.795762 0.0680794 0.0680794 0.0680794 1 
1 2340 0 0 0 0.670122 0.109959 0.109959 0.109959 1 
1 2345 0 0 0 0.538944 0.153685 0.153685 0.153685 1 
1 2350 0 0 0 0.418328 0.193891 0.193891 0.193891 1 
1 2355 0 0 0 0.32308 0.22564 0.22564 0.22564 1 
1 2360 0 0 0 0.264891 0.245036 0.245036 0.245036 1 
1 2365 0 0 0 0.250903 0.249699 0.249699 0.249699 1 
1 2370 0 0 0 0.282833 0.239056 0.239056 0.239056 1 
1 2375 0 0 0 0.356761 0.214413 0.214413 0.214413 1 
1 2380 0 0 0 0.463614 0.178795 0.178795 0.178795 1 
1 2385 0 0 0 0.590276 0.136575 0.136575 0.136575 1 
1 2390 0 0 0 0.721201 0.0929331 0.0929331 0.0929331 1 
1 2395 0 0 0 0.840317 0.0532277 0.0532277 0.0532277 1 
1 2400 0 0 0 0.933004 0.0223319 0.0223319 0.0223319 1 
1 2405 0 0 0 0.987886 0.0040379 0.0040379 0.0040379 1 
1 2410 0 0 0 0.998226 0.000591206 0.000591206 0.000591206 1 
1 2415 0 0 0 0.962755 0.0124149 0.0124149 0.0124149 1 
1 2420 0 0 0 0.885827 0.0380576 0.0380576 0.0380576 1 
1 2425 0 0 0 0.776884 0.074372 0.074372 0.074372 1 
1 2430 0 0 0 0.649298 0.116901 0.116901 0.116901 1 
1 2435 0 0 0 0.51873 0.160423 0.160423 0.160423 1 
1 2440 0 0 0 0.401206 0.199598 0.199598 0.199598 1 
1 2445 0 0 0 0.311151 0.229616 0.229616 0.229616 1 
1 2450 0 0 0 0.259619 0.246794 0.246794 0.246794 1 
1 2455 0 0 0 0.252935 0.249022 0.249022 0.249022 1 
1 2460 0 0 0 0.291919 0.236027 0.236027 0.236027 1 
1 2465 0 0 0 0.371787 0.209404 0.209404 0.209404 1 
1 2470 0 0 0 0.482736 0.172421 0.172421 0.172421 1 
1 2475 0 0 0 0.611146 0.129618 0.129618 0.129618 1 
1 2480 0 0 0 0.741257 0.0862478 0.0862478 0.0862478 1 
1 2485 0 0 0 0.857098 0.0476341 0.0476341 0.0476341 1 
1 2490 0 0 0 0.94445 0.0185166 0.0185166 0.0185166 1 
1 2495 0 0 0 0.992593 0.00246916 0.00246916 0.00246916 1 
1 2500 0 0 0 0.995615 0.00146161 0.00146161 0.00146161 1 
1 2505 0 0 0 0.953147 0.0156176 0.0156176 0.0156176 1 
1 2510 0 0 0 0.870401 0.0431995 0.0431995 0.0431995 1 
1 2515 0 0 0 0.757534 0.0808219 0.0808219 0.0808219 1 
1 2520 0 0 0 0.628399 0.123867 0.123867 0.123867 1 
1 2525 0 0 0 0.498847 0.167051 0.167051 0.167051 1 
1 2530 0 0 0 0.384779 0.205074 0.205074 0.205074 1 
1 2535 0 0 0 0.300197 0.233268 0.233268 0.233268 1 
1 2540 0 0 0 0.255482 0.248173 0.248173 0.248173 1 
1 2545 0 0 0 0.256123 0.247959 0.247959 0.247959 1 
1 2550 0 0 0 0.302042 0.232653 0.232653 0.232653 1 
1 2555 0 0 0 0.387601 0.204133 0.204133 0.204133 1 
1 2560 0 0 0 0.502299 0.1659 0.1659 0.1659 1 
1 2565 0 0 0 0.632058 0.122647 0.122647 0.122647 1 
1 2570 0 0 0 0.760951 0.079683 0.079683 0.079683 1 
1 2575 0 0 0 0.873157 0.0422811 0.0422811 0.0422811 1 
1 2580 0 0 0 0.954903 0.0150324 0.0150324 0.0150324 1 
1 2585 0 0 0 0.996155 0.0012815 0.0012815 0.0012815 1 
1 2590 0 0 0 0.991851 0.00271624 0.00271624 0.00271624 1 
1 2595 0 0 0 0.942519 0.0191605 0.0191605 0.0191605 1 
1 2600 0 0 0 0.854212 0.0485959 0.0485959 0.0485959 1 
1 2605 0 0 0 0.737772 0.0874093 0.0874093 0.0874093 1 
1 2610 0 0 0 0.60749 0.130837 0.130837 0.130837 1 
1 2615 0 0 0 0.479357 0.173548 0.173548 0.173548 1 
1 2620 0 0 0 0.3691 0.2103 0.2103 0.2103 1 
1 2625 0 0 0 0.290254 0.236582 0.236582 0.236582 1 
1 2630 0 0 0 0.252495 0.249168 0.249168 0.249168 1 
1 2635 0 0 0 0.260459 0.246514 0.246514 0.246514 1 
1 2640 0 0 0 0.313168 0.228944 0.228944 0.228944 1 
1 2645 0 0 0 0.404153 0.198616 0.198616 0.198616 1 
1 2650 0 0 0 0.522244 0.159252 0.159252 0.159252 1 
1 2655 0 0 0 0.652949 0.115684 0.115684 0.115684 1 
1 2660 0 0 0 0.780223 0.0732591 0.0732591 0.0732591 1 
1 2665 0 0 0 0.888444 0.0371853 0.0371853 0.0371853 1 
1 2670 0 0 0 0.964329 0.0118903 0.0118903 0.0118903 1 
1 2675 0 0 0 0.998564 0.000478635 0.000478635 0.000478635 1 
1 2680 0 0 0 0.986946 0.00435119 0.00435119 0.00435119 1 
1 2685 0 0 0 0.930902 0.0230326 0.0230326 0.0230326 1 
1 2690 0 0 0 0.837311 0.0542298 0.0542298 0.0542298 1 
1 2695 0 0 0 0.717659 0.0941136 0.0941136 0.0941136 1 
1 2700 0 0 0 0.586634 0.137789 0.137789 0.137789 1 
1 2705 0 0 0 0.460319 0.179894 0.179894 0.179894 1 
1 2710 0 0 0 0.354217 0.215261 0.215261 0.215261 1 
1 2715 0 0 0 0.281352 0.239549 0.239549 0.239549 1 
1 2720 0 0 0 0.250667 0.249778 0.249778 0.249778 1 
1 2725 0 0 0 0.265929 0.24469 0.24469 0.24469 1 
1 2730 0 0 0 0.325265 0.224912 0.224912 0.224912 1 
1 2735 0 0 0 0.421391 0.19287 0.19287 0.19287 1 
1 2740 0 0 0 0.542509 0.152497 0.152497 0.152497 1 
1 2745 0 0 0 0.673752 0.108749 0.108749 0.108749 1 
1 2750 0 0 0 0.799011 0.0669962 0.0669962 0.0669962 1 
1 2755 0 0 0 0.902912 0.0323627 0.0323627 0.0323627 1 
1 2760 0 0 0 0.9727 0.0090999 0.0090999 0.0090999 1 
1 2765 0 0 0 0.999811 6.30492e-05 6.30492e-05 6.30492e-05 1 
1 2770 0 0 0 0.980916 0.00636138 0.00636138 0.00636138 1 
1 2775 0 0 0 0.918335 0.0272218 0.0272218 0.0272218 1 
1 2780 0 0 0 0.819748 0.0600839 0.0600839 0.0600839 1 
1 2785 0 0 0 0.697258 0.100914 0.100914 0.100914 1 
1 2790 0 0 0 0.565899 0.1447 0.1447 0.1447 1 
1 2795 0 0 0 0.441793 0.186069 0.186069 0.186069 1 
1 2800 0 0 0 0.340176 0.219941 0.219941 0.219941 1 
1 2805 0 0 0 0.273518 0.242161 0.242161 0.242161 1 
1 2810 0 0 0 0.250003 0.249999 0.249999 0.249999 1 
1 2815 0 0 0 0.272516 0.242495 0.242495 0.242495 1 
1 2820 0 0 0 0.338294 0.220569 0.220569 0.220569 1 
1 2825 0 0 0 0.439263 0.186912 0.186912 0.186912 1 
1 2830 0 0 0 0.563031 0.145656 0.145656 0.145656 1 
1 2835 0 0 0 0.694404 0.101865 0.101865 0.101865 1 
1 2840 0 0 0 0.817259 0.0609136 0.0609136 0.0609136 1 
1 2845 0 0 0 0.916515 0.0278282 0.0278282 0.0278282 1 
1 2850 0 0 0 0.97999 0.00667002 0.00667002 0.00667002 1 
1 2855 0 0 0 0.999892 3.60384e-05 3.60384e-05 3.60384e-05 1 
1 2860 0 0 0 0.973778 0.00874056 0.00874056 0.00874056 1 
1 2865 0 0 0 0.904855 0.0317152 0.0317152 0.0317152 1 
1 2870 0 0 0 0.80158 0.0661399 0.0661399 0.0661399 1 
1 2875 0 0 0 0.676632 0.107789 0.107789 0.107789 1 
1 2880 0 0 0 0.545347 0.151551 0.151551 0.151551 1 
1 2885 0 0 0 0.423838 0.192054 0.192054 0.192054 1 
1 2890 0 0 0 0.32702 0.224327 0.224327 0.224327 1 
1 2895 0 0 0 0.266778 0.244407 0.244407 0.244407 1 
1 2900 0 0 0 0.250505 0.249832 0.249832 0.249832 1 
1 2905 0 0 0 0.280199 0.239934 0.239934 0.239934 1 
1 2910 0 0 0 0.352215 0.215928 0.215928 0.215928 1 
1 2915 0 0 0 0.457713 0.180762 0.180762 0.180762 1 
1 2920 0 0 0 0.583745 0.138752 0.138752 0.138752 1 
1 2925 0 0 0 0.71484 0.0950532 0.0950532 0.0950532 1 
1 2930 0 0 0 0.834909 0.0550304 0.0550304 0.0550304 1 
1 2935 0 0 0 0.929212 0.0235959 0.0235959 0.0235959 1 
1 2940 0 0 0 0.986176 0.00460816 0.00460816 0.00460816 1 
1 2945 0 0 0 0.998807 0.000397687 0.000397687 0.000397687 1 
1 2950 0 0 0 0.965556 0.0114813 0.0114813 0.0114813 1 
1 2955 0 0 0 0.890504 0.0364986 0.0364986 0.0364986 1 
1 2960 0 0 0 0.782863 0.0723789 0.0723789 0.0723789 1 
1 2965 0 0 0 0.655846 0.114718 0.114718 0.114718 1 
1 2970 0 0 0 0.525042 0.158319 0.158319 0.158319 1 
1 2975 0 0 0 0.406508 0.197831 0.197831 0.197831 1 
1 2980 0 0 0 0.314792 0.228403 0.228403 0.228403 1 
1 2985 0 0 0 0.261152 0.246283 0.246283 0.246283 1 
1 2990 0 0 0 0.252172 0.249276 0.249276 0.249276 1 
1 2995 0 0 0 0.288954 0.237015 0.237015 0.237015 1 
1 3000 0 0 0 0.366984 0.211005 0.211005 0.211005 1 
